energy;tempo;danceability;playlist_genre;loudness;liveness;valence;track_artist;time_signature;speechiness;track_popularity;track_href;uri;track_album_name;playlist_name;analysis_url;track_id;track_name;track_album_release_date;instrumentalness;track_album_id;music_mode;music_key;duration_ms;acousticness;id;playlist_subgenre;music_type;playlist_id
592;157969;521;pop;-7777;122;535;Lady Gaga, Bruno Mars;3;304;100;https://api.spotify.com/v1/tracks/2plbrEY59IikOBgBGLjaoe;spotify:track:2plbrEY59IikOBgBGLjaoe;Die With A Smile;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/2plbrEY59IikOBgBGLjaoe;2plbrEY59IikOBgBGLjaoe;Die With A Smile;2024-08-16;0;10FLjwfpbxLmW8c25Xyc2N;0;6;251668;308;2plbrEY59IikOBgBGLjaoe;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
507;104978;747;pop;-10171;117;438;Billie Eilish;4;358;97;https://api.spotify.com/v1/tracks/6dOtVTDdiauQNBQEDOtlAB;spotify:track:6dOtVTDdiauQNBQEDOtlAB;HIT ME HARD AND SOFT;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/6dOtVTDdiauQNBQEDOtlAB;6dOtVTDdiauQNBQEDOtlAB;BIRDS OF A FEATHER;2024-05-17;608;7aJuG4TFXa2hmE4z1yxc3n;1;2;210373;2;6dOtVTDdiauQNBQEDOtlAB;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
808;108548;554;pop;-4169;159;372;Gracie Abrams;4;368;93;https://api.spotify.com/v1/tracks/7ne4VBA60CxGM75vw0EYad;spotify:track:7ne4VBA60CxGM75vw0EYad;The Secret of Us (Deluxe);Today's Top Hits;https://api.spotify.com/v1/audio-analysis/7ne4VBA60CxGM75vw0EYad;7ne4VBA60CxGM75vw0EYad;That’s So True;2024-10-18;0;0hBRqPYPXhr1RkTDG3n4Mk;1;1;166300;214;7ne4VBA60CxGM75vw0EYad;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
91;112966;67;pop;-407;304;786;Sabrina Carpenter;4;634;81;https://api.spotify.com/v1/tracks/1d7Ptw3qYcfpdLNL5REhtJ;spotify:track:1d7Ptw3qYcfpdLNL5REhtJ;Short n' Sweet;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/1d7Ptw3qYcfpdLNL5REhtJ;1d7Ptw3qYcfpdLNL5REhtJ;Taste;2024-08-23;0;4B4Elma4nNDUyl6D5PvQkj;0;0;157280;939;1d7Ptw3qYcfpdLNL5REhtJ;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
783;149027;777;pop;-4477;355;939;ROSÉ, Bruno Mars;4;26;98;https://api.spotify.com/v1/tracks/5vNRhkKd0yEAg8suGBpjeY;spotify:track:5vNRhkKd0yEAg8suGBpjeY;APT.;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/5vNRhkKd0yEAg8suGBpjeY;5vNRhkKd0yEAg8suGBpjeY;APT.;2024-10-18;0;2IYQwwgxgOIn7t3iF6ufFD;0;0;169917;283;5vNRhkKd0yEAg8suGBpjeY;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
582;116712;7;pop;-596;881;785;Chappell Roan;4;356;94;https://api.spotify.com/v1/tracks/0WbMK4wrZ1wFSty9F7FCgu;spotify:track:0WbMK4wrZ1wFSty9F7FCgu;Good Luck, Babe!;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/0WbMK4wrZ1wFSty9F7FCgu;0WbMK4wrZ1wFSty9F7FCgu;Good Luck, Babe!;2024-04-05;0;1WAjjRMfZjEXtB0lQrAw6Q;0;11;218424;502;0WbMK4wrZ1wFSty9F7FCgu;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
561;150069;669;pop;-6538;954;841;Addison Rae;4;411;88;https://api.spotify.com/v1/tracks/6MzofobZt2dm0Kf1hTThFz;spotify:track:6MzofobZt2dm0Kf1hTThFz;Diet Pepsi;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/6MzofobZt2dm0Kf1hTThFz;6MzofobZt2dm0Kf1hTThFz;Diet Pepsi;2024-08-09;962;0XA403JTounqFh2owquBXu;1;10;169698;495;6MzofobZt2dm0Kf1hTThFz;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
247;148101;467;pop;-12002;17;126;Billie Eilish;4;431;93;https://api.spotify.com/v1/tracks/3QaPy1KgI7nu9FJEQUgn6h;spotify:track:3QaPy1KgI7nu9FJEQUgn6h;HIT ME HARD AND SOFT;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/3QaPy1KgI7nu9FJEQUgn6h;3QaPy1KgI7nu9FJEQUgn6h;WILDFLOWER;2024-05-17;271;7aJuG4TFXa2hmE4z1yxc3n;0;6;261467;612;3QaPy1KgI7nu9FJEQUgn6h;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
416;94926;492;pop;-10439;203;297;Gigi Perez;4;254;71;https://api.spotify.com/v1/tracks/0UYnhUfnUj5adChuAXvLUB;spotify:track:0UYnhUfnUj5adChuAXvLUB;Sailor Song;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/0UYnhUfnUj5adChuAXvLUB;0UYnhUfnUj5adChuAXvLUB;Sailor Song;2024-07-26;0,00861;4DWrYvfGXRE8ko5ZxlIpit;1;11;211979;686;0UYnhUfnUj5adChuAXvLUB;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
722;119973;769;pop;-5485;111;57;The Weeknd, Playboi Carti;4;507;92;https://api.spotify.com/v1/tracks/1Es7AUAhQvapIcoh3qMKDL;spotify:track:1Es7AUAhQvapIcoh3qMKDL;Timeless;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/1Es7AUAhQvapIcoh3qMKDL;1Es7AUAhQvapIcoh3qMKDL;Timeless (with Playboi Carti);2024-09-27;0,000256;2IRxVVqbSbqHJo8Zx50LYn;0;11;256000;584;1Es7AUAhQvapIcoh3qMKDL;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
667;130019;776;pop;-6622;761;618;Charli xcx, Billie Eilish;4;983;85;https://api.spotify.com/v1/tracks/3WOhcATHxK2SLNeP5W3v1v;spotify:track:3WOhcATHxK2SLNeP5W3v1v;Guess featuring Billie Eilish;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/3WOhcATHxK2SLNeP5W3v1v;3WOhcATHxK2SLNeP5W3v1v;Guess featuring billie eilish;2024-08-01;3;3ThlxfLSy4bfKzxWqmC7VN;1;7;145219;146;3WOhcATHxK2SLNeP5W3v1v;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
586;107071;669;pop;-6073;104;579;Sabrina Carpenter;4;54;88;https://api.spotify.com/v1/tracks/5N3hjp1WNayUPZrA8kJmJP;spotify:track:5N3hjp1WNayUPZrA8kJmJP;Please Please Please;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/5N3hjp1WNayUPZrA8kJmJP;5N3hjp1WNayUPZrA8kJmJP;Please Please Please;2024-06-06;0;5bBaoign62r1i7OV8w7mi9;1;9;186365;274;5N3hjp1WNayUPZrA8kJmJP;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
806;104032;608;pop;-3443;191;587;Tate McRae;4;486;79;https://api.spotify.com/v1/tracks/1f18HzFpegqvH4ibGJyeMJ;spotify:track:1f18HzFpegqvH4ibGJyeMJ;2 hands;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/1f18HzFpegqvH4ibGJyeMJ;1f18HzFpegqvH4ibGJyeMJ;2 hands;2024-11-14;0;2BdJwrx2wMJi7x06wWkUFg;1;1;181821;121;1f18HzFpegqvH4ibGJyeMJ;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
709;81012;722;pop;-495;804;604;Shaboozey;4;273;86;https://api.spotify.com/v1/tracks/2FQrifJ1N335Ljm3TjTVVf;spotify:track:2FQrifJ1N335Ljm3TjTVVf;A Bar Song (Tipsy);Today's Top Hits;https://api.spotify.com/v1/audio-analysis/2FQrifJ1N335Ljm3TjTVVf;2FQrifJ1N335Ljm3TjTVVf;A Bar Song (Tipsy);2024-04-12;0;6egBeCLeGITzGSo5VyRjwZ;1;9;171292;633;2FQrifJ1N335Ljm3TjTVVf;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
757;139982;742;pop;-4981;305;957;Chappell Roan;4;421;88;https://api.spotify.com/v1/tracks/4xdBrk0nFZaP54vvZj0yx7;spotify:track:4xdBrk0nFZaP54vvZj0yx7;The Rise and Fall of a Midwest Princess;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/4xdBrk0nFZaP54vvZj0yx7;4xdBrk0nFZaP54vvZj0yx7;HOT TO GO!;2023-09-22;0;0EiI8ylL0FmWWpgHVTsZjZ;1;6;184841;187;4xdBrk0nFZaP54vvZj0yx7;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
917;100987;562;pop;-2768;488;501;Lady Gaga;4;117;86;https://api.spotify.com/v1/tracks/19KlZwqlT3fguP2BeHF1Q1;spotify:track:19KlZwqlT3fguP2BeHF1Q1;Disease;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/19KlZwqlT3fguP2BeHF1Q1;19KlZwqlT3fguP2BeHF1Q1;Disease;2024-10-25;0;52BWvTRMsPqjHzrbQomgwP;0;11;229997;513;19KlZwqlT3fguP2BeHF1Q1;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
787;109939;734;pop;-3951;312;672;LISA;4;116;82;https://api.spotify.com/v1/tracks/5G345YEhvleYxQLfYUlEFv;spotify:track:5G345YEhvleYxQLfYUlEFv;Moonlit Floor (Kiss Me);Today's Top Hits;https://api.spotify.com/v1/audio-analysis/5G345YEhvleYxQLfYUlEFv;5G345YEhvleYxQLfYUlEFv;Moonlit Floor (Kiss Me);2024-10-08;0;1OGxb1Z5KDBVOwDtyKu8wz;0;5;155757;126;5G345YEhvleYxQLfYUlEFv;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
843;122064;619;pop;-5348;164;746;Morgan Wallen;4;284;86;https://api.spotify.com/v1/tracks/7hR22TOX3RorxJPcsz5Wbo;spotify:track:7hR22TOX3RorxJPcsz5Wbo;Love Somebody;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/7hR22TOX3RorxJPcsz5Wbo;7hR22TOX3RorxJPcsz5Wbo;Love Somebody;2024-10-18;118;0TxewlKVKdpP18dGg279ep;0;5;204829;948;7hR22TOX3RorxJPcsz5Wbo;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
406;11594;53;pop;-7507;133;338;Gracie Abrams;3;33;90;https://api.spotify.com/v1/tracks/51rfRCiUSvxXlCSCfIztBy;spotify:track:51rfRCiUSvxXlCSCfIztBy;The Secret of Us;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/51rfRCiUSvxXlCSCfIztBy;51rfRCiUSvxXlCSCfIztBy;I Love You, I'm Sorry;2024-06-21;0;56bdWeO40o3WfAD2Lja4dl;1;10;157147;656;51rfRCiUSvxXlCSCfIztBy;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
782;119992;727;pop;-8529;225;655;Adam Port, Stryv, Keinemusik, Orso, Malachiii;4;42;86;https://api.spotify.com/v1/tracks/1BJJbSX6muJVF2AK7uH1x4;spotify:track:1BJJbSX6muJVF2AK7uH1x4;Move;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/1BJJbSX6muJVF2AK7uH1x4;1BJJbSX6muJVF2AK7uH1x4;Move;2024-06-07;336;4M8ThNHbNjda2cPwL8XZHS;0;8;177599;563;1BJJbSX6muJVF2AK7uH1x4;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
812;8009;505;pop;-3986;444;664;Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne;4;461;88;https://api.spotify.com/v1/tracks/3tFed7YsjGnIfxeLEQwx3R;spotify:track:3tFed7YsjGnIfxeLEQwx3R;CHROMAKOPIA;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/3tFed7YsjGnIfxeLEQwx3R;3tFed7YsjGnIfxeLEQwx3R;Sticky (feat. GloRilla, Sexyy Red & Lil Wayne);2024-10-28;0;0U28P0QVB1QRxpqp5IHOlH;1;1;255916;285;3tFed7YsjGnIfxeLEQwx3R;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
76;103969;701;pop;-5478;185;69;Sabrina Carpenter;4;285;90;https://api.spotify.com/v1/tracks/2qSkIjg1o9h3YT9RAgYN75;spotify:track:2qSkIjg1o9h3YT9RAgYN75;Espresso;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/2qSkIjg1o9h3YT9RAgYN75;2qSkIjg1o9h3YT9RAgYN75;Espresso;2024-04-12;0,00654;5quMTd5zeI9yW5UDua8wS4;1;0;175459;107;2qSkIjg1o9h3YT9RAgYN75;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
725;116988;894;pop;-4984;815;838;JENNIE;4;432;89;https://api.spotify.com/v1/tracks/2CspwnypzT7rcWI9RfsoSb;spotify:track:2CspwnypzT7rcWI9RfsoSb;Mantra;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/2CspwnypzT7rcWI9RfsoSb;2CspwnypzT7rcWI9RfsoSb;Mantra;2024-10-10;0,00115;3e5tDT1kfaAGx10yOjIDgW;0;10;136627;434;2CspwnypzT7rcWI9RfsoSb;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
563;105008;833;pop;-5593;139;343;Rauw Alejandro, Bad Bunny;4;204;82;https://api.spotify.com/v1/tracks/0l0vcZMU7AOeQmUIREoI2U;spotify:track:0l0vcZMU7AOeQmUIREoI2U;Cosa Nuestra;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/0l0vcZMU7AOeQmUIREoI2U;0l0vcZMU7AOeQmUIREoI2U;Qué Pasaría...;2024-11-15;0,00127;0aX0UXrHG2ceYIxTQcqJdA;0;4;182857;528;0l0vcZMU7AOeQmUIREoI2U;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
628;11998;757;pop;-6715;221;321;Don Toliver;4;101;85;https://api.spotify.com/v1/tracks/2c7z5oRcPBbqRaBY2mLWcf;spotify:track:2c7z5oRcPBbqRaBY2mLWcf;HARDSTONE PSYCHO;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/2c7z5oRcPBbqRaBY2mLWcf;2c7z5oRcPBbqRaBY2mLWcf;NEW DROP;2024-06-14;209;0Kzb3u6kMnOJOZXYFSk33F;0;4;217333;189;2c7z5oRcPBbqRaBY2mLWcf;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
855;127986;638;pop;-486;245;731;Post Malone, Morgan Wallen;4;264;84;https://api.spotify.com/v1/tracks/7221xIgOnuakPdLqT0F3nP;spotify:track:7221xIgOnuakPdLqT0F3nP;I Had Some Help;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/7221xIgOnuakPdLqT0F3nP;7221xIgOnuakPdLqT0F3nP;I Had Some Help (Feat. Morgan Wallen);2024-05-10;0;1woYXxyyxTQJ0E0AhZE6mj;1;7;178206;757;7221xIgOnuakPdLqT0F3nP;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
62;117038;741;pop;-5505;398;934;Hozier;4;412;77;https://api.spotify.com/v1/tracks/4IadxL6BUymXlh8RCJJu7T;spotify:track:4IadxL6BUymXlh8RCJJu7T;Unheard;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/4IadxL6BUymXlh8RCJJu7T;4IadxL6BUymXlh8RCJJu7T;Too Sweet;2024-03-22;809;1KZC0cX0qq6hodR9YVgh9F;1;10;251424;295;4IadxL6BUymXlh8RCJJu7T;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
339;97989;705;pop;-10612;12;457;The Marías;4;278;84;https://api.spotify.com/v1/tracks/3siwsiaEoU4Kuuc9WKMUy5;spotify:track:3siwsiaEoU4Kuuc9WKMUy5;Submarine;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/3siwsiaEoU4Kuuc9WKMUy5;3siwsiaEoU4Kuuc9WKMUy5;No One Noticed;2024-05-31;814;03guxdOi12XJbnvxvxbpwG;1;7;236907;552;3siwsiaEoU4Kuuc9WKMUy5;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
651;112648;694;pop;-6968;787;471;Oscar Maydon, Fuerza Regida;3;784;93;https://api.spotify.com/v1/tracks/1cOboCuWYI2osTOfolMRS6;spotify:track:1cOboCuWYI2osTOfolMRS6;Tu Boda;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/1cOboCuWYI2osTOfolMRS6;1cOboCuWYI2osTOfolMRS6;Tu Boda;2024-09-26;0,00136;60cQzWfmdg4hyDXrpW6kOA;1;6;225881;496;1cOboCuWYI2osTOfolMRS6;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
601;123994;635;pop;-6129;11;332;Myles Smith;4;295;88;https://api.spotify.com/v1/tracks/3Vr3zh0r7ALn8VLqCiRR10;spotify:track:3Vr3zh0r7ALn8VLqCiRR10;Stargazing;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/3Vr3zh0r7ALn8VLqCiRR10;3Vr3zh0r7ALn8VLqCiRR10;Stargazing;2024-05-10;0;3VNxRarx9HUI5w7DHv0TBj;0;1;172533;246;3Vr3zh0r7ALn8VLqCiRR10;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
691;167029;836;pop;-4222;282;703;GloRilla, Sexyy Red;4;363;70;https://api.spotify.com/v1/tracks/4VI2Y5xg4gYynQqNQNQbTN;spotify:track:4VI2Y5xg4gYynQqNQNQbTN;WHATCHU KNO ABOUT ME (with Sexyy Red);Today's Top Hits;https://api.spotify.com/v1/audio-analysis/4VI2Y5xg4gYynQqNQNQbTN;4VI2Y5xg4gYynQqNQNQbTN;WHATCHU KNO ABOUT ME (with Sexyy Red);2024-10-10;0;2PzoiaGTcK3NfnMgHFd7QC;1;1;149461;586;4VI2Y5xg4gYynQqNQNQbTN;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
646;115842;645;pop;-8334;74;295;Ariana Grande;4;427;81;https://api.spotify.com/v1/tracks/46kspZSY3aKmwQe7O77fCC;spotify:track:46kspZSY3aKmwQe7O77fCC;eternal sunshine;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/46kspZSY3aKmwQe7O77fCC;46kspZSY3aKmwQe7O77fCC;we can't be friends (wait for your love);2024-03-08;0,00304;71PfP4E9roOXAudea1aPGw;1;5;228639;615;46kspZSY3aKmwQe7O77fCC;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
471;105029;472;pop;-5692;14;219;Benson Boone;3;603;85;https://api.spotify.com/v1/tracks/6tNQ70jh4OwmPGpYy6R2o9;spotify:track:6tNQ70jh4OwmPGpYy6R2o9;Beautiful Things;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/6tNQ70jh4OwmPGpYy6R2o9;6tNQ70jh4OwmPGpYy6R2o9;Beautiful Things;2024-01-18;0;29aSKB1qPEbN0Qf9OPSQpw;1;10;180304;151;6tNQ70jh4OwmPGpYy6R2o9;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
709;194055;744;pop;-5778;847;712;Myke Towers, benny blanco;4;284;84;https://api.spotify.com/v1/tracks/0qeIFEGRQqHoaJtLCl0U73;spotify:track:0qeIFEGRQqHoaJtLCl0U73;LA PANTERA NEGRA (DELUXE);Today's Top Hits;https://api.spotify.com/v1/audio-analysis/0qeIFEGRQqHoaJtLCl0U73;0qeIFEGRQqHoaJtLCl0U73;DEGENERE 👑 (feat. benny blanco);2024-10-17;0;3pkIK8SI5mcUUjb9jNjx4H;0;6;130880;501;0qeIFEGRQqHoaJtLCl0U73;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
904;167033;739;pop;-2655;948;788;KATSEYE;4;442;85;https://api.spotify.com/v1/tracks/6aJn7Cst74cj4lNIiPRgav;spotify:track:6aJn7Cst74cj4lNIiPRgav;Touch;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/6aJn7Cst74cj4lNIiPRgav;6aJn7Cst74cj4lNIiPRgav;Touch;2024-07-26;0,00103;1hjqg3TuQ2YqooaPhxHwdv;0;5;129883;549;6aJn7Cst74cj4lNIiPRgav;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
604;15992;561;pop;-4409;104;242;Teddy Swims;3;337;89;https://api.spotify.com/v1/tracks/17phhZDn6oGtzMe56NuWvj;spotify:track:17phhZDn6oGtzMe56NuWvj;I've Tried Everything But Therapy (Part 1);Today's Top Hits;https://api.spotify.com/v1/audio-analysis/17phhZDn6oGtzMe56NuWvj;17phhZDn6oGtzMe56NuWvj;Lose Control;2023-09-15;0,00019;7nacKlk586eLRBSIsrk9DB;1;9;210689;199;17phhZDn6oGtzMe56NuWvj;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
668;90969;646;pop;-5203;212;64;Mark Ambor;4;282;82;https://api.spotify.com/v1/tracks/5uQ7de4EWjb3rkcFxyEOpu;spotify:track:5uQ7de4EWjb3rkcFxyEOpu;Belong Together;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/5uQ7de4EWjb3rkcFxyEOpu;5uQ7de4EWjb3rkcFxyEOpu;Belong Together;2024-02-16;0;3PlCMwyq6nuQYtoYproV1o;1;2;148318;491;5uQ7de4EWjb3rkcFxyEOpu;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
668;128027;924;pop;-6795;678;787;KAROL G;4;469;93;https://api.spotify.com/v1/tracks/6WatFBLVB0x077xWeoVc2k;spotify:track:6WatFBLVB0x077xWeoVc2k;Si Antes Te Hubiera Conocido;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/6WatFBLVB0x077xWeoVc2k;6WatFBLVB0x077xWeoVc2k;Si Antes Te Hubiera Conocido;2024-06-21;594;5ylbxH7EqpsmHZCRuiYewS;1;11;195824;446;6WatFBLVB0x077xWeoVc2k;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
454;159982;689;pop;-7643;707;912;Djo;4;584;89;https://api.spotify.com/v1/tracks/3qhlB30KknSejmIvZZLjOD;spotify:track:3qhlB30KknSejmIvZZLjOD;DECIDE;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/3qhlB30KknSejmIvZZLjOD;3qhlB30KknSejmIvZZLjOD;End of Beginning;2022-09-16;259;4JDXBZdRPId4devseaAOKH;1;2;159246;351;3qhlB30KknSejmIvZZLjOD;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
386;192004;504;pop;-10976;961;281;Taylor Swift, Post Malone;4;308;84;https://api.spotify.com/v1/tracks/2OzhQlSqBEmt7hmkYxfT6m;spotify:track:2OzhQlSqBEmt7hmkYxfT6m;THE TORTURED POETS DEPARTMENT;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/2OzhQlSqBEmt7hmkYxfT6m;2OzhQlSqBEmt7hmkYxfT6m;Fortnight (feat. Post Malone);2024-04-18;0,00153;1Mo4aZ8pdj6L1jx8zSwJnt;1;11;228965;502;2OzhQlSqBEmt7hmkYxfT6m;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
681;155079;56;pop;-6304;106;388;Omar Courtz, De La Rose;4;244;89;https://api.spotify.com/v1/tracks/0Sr7ssScx54yxdM2ols7nW;spotify:track:0Sr7ssScx54yxdM2ols7nW;PRIMERA MUSA;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/0Sr7ssScx54yxdM2ols7nW;0Sr7ssScx54yxdM2ols7nW;Q U E V A S H A C E R H O Y ?;2024-09-20;0;3C5uwdRE5QRoXSGPPxpDd4;0;6;223320;103;0Sr7ssScx54yxdM2ols7nW;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
472;101061;898;pop;-7001;141;214;Kendrick Lamar;4;776;88;https://api.spotify.com/v1/tracks/6AI3ezQ4o3HUoP6Dhudph3;spotify:track:6AI3ezQ4o3HUoP6Dhudph3;Not Like Us;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/6AI3ezQ4o3HUoP6Dhudph3;6AI3ezQ4o3HUoP6Dhudph3;Not Like Us;2024-05-04;0;5JjnoGJyOxfSZUZtk2rRwZ;1;1;274192;107;6AI3ezQ4o3HUoP6Dhudph3;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
711;146921;487;pop;-422;152;317;Jin;4;322;85;https://api.spotify.com/v1/tracks/4p7DTkyrKqT98xlIwYYfXz;spotify:track:4p7DTkyrKqT98xlIwYYfXz;Happy;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/4p7DTkyrKqT98xlIwYYfXz;4p7DTkyrKqT98xlIwYYfXz;Running Wild;2024-11-15;0;0fKlaQuBMQYFo5aIFoGIXt;1;8;151647;175;4p7DTkyrKqT98xlIwYYfXz;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
712;9198;848;pop;-3574;106;692;KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd;4;981;84;https://api.spotify.com/v1/tracks/3mg9jYNC1NihbthlglzrWP;spotify:track:3mg9jYNC1NihbthlglzrWP;+57;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/3mg9jYNC1NihbthlglzrWP;3mg9jYNC1NihbthlglzrWP;+57;2024-11-08;0;5TT8KluomuelzsNF7T1U37;0;1;298131;221;3mg9jYNC1NihbthlglzrWP;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
645;114933;882;pop;-7233;57;788;Ndotz;4;601;87;https://api.spotify.com/v1/tracks/0io16MKpbeDIdYzmGpQaES;spotify:track:0io16MKpbeDIdYzmGpQaES;Embrace It;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/0io16MKpbeDIdYzmGpQaES;0io16MKpbeDIdYzmGpQaES;Embrace It;2024-08-23;0,00413;0mV9Pfr1GfoZLkp1EAau9P;1;1;104419;475;0io16MKpbeDIdYzmGpQaES;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
872;184115;466;pop;-3344;121;806;Linkin Park;4;336;89;https://api.spotify.com/v1/tracks/2PnlsTsOTLE5jnBnNe2K0A;spotify:track:2PnlsTsOTLE5jnBnNe2K0A;The Emptiness Machine;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/2PnlsTsOTLE5jnBnNe2K0A;2PnlsTsOTLE5jnBnNe2K0A;The Emptiness Machine;2024-09-05;0;6W0Gabv5f3ugnckc6YgfJQ;1;7;190428;156;2PnlsTsOTLE5jnBnNe2K0A;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
756;116034;66;pop;-3743;193;838;Jimin;4;32;92;https://api.spotify.com/v1/tracks/7tI8dRuH2Yc6RuoTjxo4dU;spotify:track:7tI8dRuH2Yc6RuoTjxo4dU;MUSE;Today's Top Hits;https://api.spotify.com/v1/audio-analysis/7tI8dRuH2Yc6RuoTjxo4dU;7tI8dRuH2Yc6RuoTjxo4dU;Who;2024-07-19;0;15XcLhiVMlSOipUddTNDnr;0;0;170888;289;7tI8dRuH2Yc6RuoTjxo4dU;mainstream;audio_features;37i9dQZF1DXcBWIGoYBM5M
508;147125;579;rock;-9484;575;609;Eagles;4;27;81;https://api.spotify.com/v1/tracks/40riOy7x9W7GXjyGp4pjAv;spotify:track:40riOy7x9W7GXjyGp4pjAv;Hotel California (2013 Remaster);Rock Classics;https://api.spotify.com/v1/audio-analysis/40riOy7x9W7GXjyGp4pjAv;40riOy7x9W7GXjyGp4pjAv;Hotel California - 2013 Remaster;1976-12-08;494;2widuo17g5CEC66IbzveRu;1;2;391376;574;40riOy7x9W7GXjyGp4pjAv;classic;audio_features;37i9dQZF1DWXRqgorJj26U
