energy;tempo;danceability;playlist_genre;loudness;liveness;valence;track_artist;time_signature;speechiness;track_popularity;track_href;uri;track_album_name;playlist_name;analysis_url;track_id;track_name;track_album_release_date;instrumentalness;track_album_id;music_mode;music_key;duration_ms;acousticness;id;playlist_subgenre;music_type;playlist_id
57;129953;734;hip-hop;-7066;112;689;XXXTENTACION;4;133;81;https://api.spotify.com/v1/tracks/3GVkPk8mqxz0itaAriG1L7;spotify:track:3GVkPk8mqxz0itaAriG1L7;17;Chill Hop;https://api.spotify.com/v1/audio-analysis/3GVkPk8mqxz0itaAriG1L7;3GVkPk8mqxz0itaAriG1L7;Everybody Dies In Their Nightmares;2017-08-25;0,00214;5VdyJkLe3yvOs0l4xXbWp0;0;7;95467;847;3GVkPk8mqxz0itaAriG1L7;chill;audio_features;37i9dQZF1EIf4OaZ1XTJYw
744;82356;798;hip-hop;-5328;292;794;Ice Cube;4;136;78;https://api.spotify.com/v1/tracks/2qOm7ukLyHUXWyR4ZWLwxA;spotify:track:2qOm7ukLyHUXWyR4ZWLwxA;The Predator;Chill Hop;https://api.spotify.com/v1/audio-analysis/2qOm7ukLyHUXWyR4ZWLwxA;2qOm7ukLyHUXWyR4ZWLwxA;It Was A Good Day;1992-11-17;106;71HM1CMYWeZzws8pyiEn46;0;7;260000;33;2qOm7ukLyHUXWyR4ZWLwxA;chill;audio_features;37i9dQZF1EIf4OaZ1XTJYw
653;142347;493;hip-hop;-5666;511;852;Tyler, The Creator, YoungBoy Never Broke Again, Ty Dolla $ign;4;466;73;https://api.spotify.com/v1/tracks/5B0kgjHULYJhAQkK5XsMoC;spotify:track:5B0kgjHULYJhAQkK5XsMoC;CALL ME IF YOU GET LOST;Chill Hop;https://api.spotify.com/v1/audio-analysis/5B0kgjHULYJhAQkK5XsMoC;5B0kgjHULYJhAQkK5XsMoC;WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign);2021-06-25;0;45ba6QAtNrdv6Ke4MFOKk9;0;0;121573;269;5B0kgjHULYJhAQkK5XsMoC;chill;audio_features;37i9dQZF1EIf4OaZ1XTJYw
435;120058;843;hip-hop;-8442;147;19;Mac Miller, Miguel;4;178;72;https://api.spotify.com/v1/tracks/6GnhWMhgJb7uyiiPEiEkDA;spotify:track:6GnhWMhgJb7uyiiPEiEkDA;GO:OD AM;Chill Hop;https://api.spotify.com/v1/audio-analysis/6GnhWMhgJb7uyiiPEiEkDA;6GnhWMhgJb7uyiiPEiEkDA;Weekend (feat. Miguel);2015-09-18;0;2Tyx5dLhHYkx6zeAdVaTzN;1;8;208080;47;6GnhWMhgJb7uyiiPEiEkDA;chill;audio_features;37i9dQZF1EIf4OaZ1XTJYw
636;145972;837;hip-hop;-7643;342;274;21 Savage;4;86;77;https://api.spotify.com/v1/tracks/2t8yVaLvJ0RenpXUIAC52d;spotify:track:2t8yVaLvJ0RenpXUIAC52d;i am > i was;Chill Hop;https://api.spotify.com/v1/audio-analysis/2t8yVaLvJ0RenpXUIAC52d;2t8yVaLvJ0RenpXUIAC52d;a lot;2018-12-21;125;007DWn799UWvfY1wwZeENR;1;1;288624;395;2t8yVaLvJ0RenpXUIAC52d;chill;audio_features;37i9dQZF1EIf4OaZ1XTJYw
628;90482;639;hip-hop;-7578;386;43;Kanye West, Dwele;4;398;83;https://api.spotify.com/v1/tracks/5TRPicyLGbAF2LGBFbHGvO;spotify:track:5TRPicyLGbAF2LGBFbHGvO;Graduation;Chill Hop;https://api.spotify.com/v1/audio-analysis/5TRPicyLGbAF2LGBFbHGvO;5TRPicyLGbAF2LGBFbHGvO;Flashing Lights;2007-09-11;0;4SZko61aMnmgvNhfhgTuD3;0;6;237507;381;5TRPicyLGbAF2LGBFbHGvO;chill;audio_features;37i9dQZF1EIf4OaZ1XTJYw
354;160037;741;hip-hop;-10603;118;583;Childish Gambino;4;837;78;https://api.spotify.com/v1/tracks/3vQ4T78TTMOjQXGfXVKQJo;spotify:track:3vQ4T78TTMOjQXGfXVKQJo;"""Awaken, My Love!""";Chill Hop;https://api.spotify.com/v1/audio-analysis/3vQ4T78TTMOjQXGfXVKQJo;3vQ4T78TTMOjQXGfXVKQJo;Redbone;2016-12-02;577;4JCybsNZUXWrK2Jpyn12Ni;1;1;326933;181;3vQ4T78TTMOjQXGfXVKQJo;chill;audio_features;37i9dQZF1EIf4OaZ1XTJYw
463;11198;809;hip-hop;-11377;109;364;Drake;4;396;80;https://api.spotify.com/v1/tracks/5mCPDVBb16L4XQwDdbRUpz;spotify:track:5mCPDVBb16L4XQwDdbRUpz;More Life;Chill Hop;https://api.spotify.com/v1/audio-analysis/5mCPDVBb16L4XQwDdbRUpz;5mCPDVBb16L4XQwDdbRUpz;Passionfruit;2017-03-18;85;1lXY618HWkwYKJWBRYR4MK;1;11;298941;256;5mCPDVBb16L4XQwDdbRUpz;chill;audio_features;37i9dQZF1EIf4OaZ1XTJYw
604;49305;583;hip-hop;-8437;724;691;The Alchemist, Boldy James;5;456;68;https://api.spotify.com/v1/tracks/5467KZaTToEB680WvOd9w5;spotify:track:5467KZaTToEB680WvOd9w5;Yacht Rock 2;Chill Hop;https://api.spotify.com/v1/audio-analysis/5467KZaTToEB680WvOd9w5;5467KZaTToEB680WvOd9w5;Ocean Prime (feat. Boldy James);2019-08-30;0;1IQmCioMTatFSX6biSISx5;1;2;99907;735;5467KZaTToEB680WvOd9w5;chill;audio_features;37i9dQZF1EIf4OaZ1XTJYw
646;176153;599;hip-hop;-6326;128;638;Joey Bada$$;4;337;68;https://api.spotify.com/v1/tracks/2uuJs2nltcYFh9pkKP7bW4;spotify:track:2uuJs2nltcYFh9pkKP7bW4;2000;Chill Hop;https://api.spotify.com/v1/audio-analysis/2uuJs2nltcYFh9pkKP7bW4;2uuJs2nltcYFh9pkKP7bW4;Show Me;2022-07-22;0,000436;261LWEVYViMXijB95mAty3;1;6;220387;222;2uuJs2nltcYFh9pkKP7bW4;chill;audio_features;37i9dQZF1EIf4OaZ1XTJYw
251;139999;746;hip-hop;-16169;106;18;XXXTENTACION;4;259;84;https://api.spotify.com/v1/tracks/5TXDeTFVRVY7Cvt0Dw4vWW;spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW;17;Chill Hop;https://api.spotify.com/v1/audio-analysis/5TXDeTFVRVY7Cvt0Dw4vWW;5TXDeTFVRVY7Cvt0Dw4vWW;Revenge;2017-08-25;203;5VdyJkLe3yvOs0l4xXbWp0;0;11;120027;782;5TXDeTFVRVY7Cvt0Dw4vWW;chill;audio_features;37i9dQZF1EIf4OaZ1XTJYw
506;115994;848;hip-hop;-5105;102;593;Don Toliver, Travis Scott;4;336;69;https://api.spotify.com/v1/tracks/6w9GrSUaQQIaMBYtabge7p;spotify:track:6w9GrSUaQQIaMBYtabge7p;Love Sick (Deluxe);Chill Hop;https://api.spotify.com/v1/audio-analysis/6w9GrSUaQQIaMBYtabge7p;6w9GrSUaQQIaMBYtabge7p;Embarrassed (feat. Travis Scott);2023-02-28;0;2Q2TRdT994vTzGE3Grmmht;0;4;192693;376;6w9GrSUaQQIaMBYtabge7p;chill;audio_features;37i9dQZF1EIf4OaZ1XTJYw
747;86918;67;hip-hop;-7059;115;918;Kanye West, Chris Martin;4;189;79;https://api.spotify.com/v1/tracks/4iz9lGMjU1lXS51oPmUmTe;spotify:track:4iz9lGMjU1lXS51oPmUmTe;Graduation;Chill Hop;https://api.spotify.com/v1/audio-analysis/4iz9lGMjU1lXS51oPmUmTe;4iz9lGMjU1lXS51oPmUmTe;Homecoming;2007-09-11;0;4SZko61aMnmgvNhfhgTuD3;1;1;203493;337;4iz9lGMjU1lXS51oPmUmTe;chill;audio_features;37i9dQZF1EIf4OaZ1XTJYw
678;117067;595;hip-hop;-518;418;259;PARTYNEXTDOOR;4;335;83;https://api.spotify.com/v1/tracks/5fEB6ZmVkg63GZg9qO86jh;spotify:track:5fEB6ZmVkg63GZg9qO86jh;PARTYNEXTDOOR;Chill Hop;https://api.spotify.com/v1/audio-analysis/5fEB6ZmVkg63GZg9qO86jh;5fEB6ZmVkg63GZg9qO86jh;Break from Toronto;2013-07-01;389;1q4B7r3dzzwkarZ1B9bk9e;1;9;99213;199;5fEB6ZmVkg63GZg9qO86jh;chill;audio_features;37i9dQZF1EIf4OaZ1XTJYw
52;92869;747;hip-hop;-10523;142;601;Ice Cube;4;357;76;https://api.spotify.com/v1/tracks/2Ih217RCGAmyQR68Nn7Cqo;spotify:track:2Ih217RCGAmyQR68Nn7Cqo;Lethal Injection;Chill Hop;https://api.spotify.com/v1/audio-analysis/2Ih217RCGAmyQR68Nn7Cqo;2Ih217RCGAmyQR68Nn7Cqo;You Know How We Do It;1993-12-07;537;7JlCbNWZszAdVKZdtHFQ5p;0;10;232773;977;2Ih217RCGAmyQR68Nn7Cqo;chill;audio_features;37i9dQZF1EIf4OaZ1XTJYw
533;131036;797;hip-hop;-974;103;329;XXXTENTACION, Trippie Redd;4;412;84;https://api.spotify.com/v1/tracks/7AQim7LbvFVZJE3O8TYgf2;spotify:track:7AQim7LbvFVZJE3O8TYgf2;17;Chill Hop;https://api.spotify.com/v1/audio-analysis/7AQim7LbvFVZJE3O8TYgf2;7AQim7LbvFVZJE3O8TYgf2;Fuck Love;2017-08-25;152;5VdyJkLe3yvOs0l4xXbWp0;0;0;146520;172;7AQim7LbvFVZJE3O8TYgf2;chill;audio_features;37i9dQZF1EIf4OaZ1XTJYw
731;174516;552;hip-hop;-6873;258;632;Kendrick Lamar;4;615;72;https://api.spotify.com/v1/tracks/0y9uTzK9cNKSAEHnpeRG8C;spotify:track:0y9uTzK9cNKSAEHnpeRG8C;DAMN.;Chill Hop;https://api.spotify.com/v1/audio-analysis/0y9uTzK9cNKSAEHnpeRG8C;0y9uTzK9cNKSAEHnpeRG8C;DUCKWORTH.;2017-04-14;0;4eLPsYPBmXABThSJ821sqY;1;7;248613;536;0y9uTzK9cNKSAEHnpeRG8C;chill;audio_features;37i9dQZF1EIf4OaZ1XTJYw
631;84166;48;hip-hop;-5488;149;515;Kanye West;4;116;70;https://api.spotify.com/v1/tracks/6MXXY2eiWkpDCezVCc0cMH;spotify:track:6MXXY2eiWkpDCezVCc0cMH;Graduation;Chill Hop;https://api.spotify.com/v1/audio-analysis/6MXXY2eiWkpDCezVCc0cMH;6MXXY2eiWkpDCezVCc0cMH;Good Morning;2007-09-11;105;4SZko61aMnmgvNhfhgTuD3;1;7;195093;791;6MXXY2eiWkpDCezVCc0cMH;chill;audio_features;37i9dQZF1EIf4OaZ1XTJYw
283;13897;898;hip-hop;-12335;11;469;J. Cole;4;356;68;https://api.spotify.com/v1/tracks/0utlOiJy2weVl9WTkcEWHy;spotify:track:0utlOiJy2weVl9WTkcEWHy;4 Your Eyez Only;Chill Hop;https://api.spotify.com/v1/audio-analysis/0utlOiJy2weVl9WTkcEWHy;0utlOiJy2weVl9WTkcEWHy;Neighbors;2016-12-09;383;3CCnGldVQ90c26aFATC1PW;0;6;216520;319;0utlOiJy2weVl9WTkcEWHy;chill;audio_features;37i9dQZF1EIf4OaZ1XTJYw
283;9704;766;hip-hop;-1033;115;144;Drake;4;846;77;https://api.spotify.com/v1/tracks/6n3HGiq4v35D6eFOSwqYuo;spotify:track:6n3HGiq4v35D6eFOSwqYuo;More Life;Chill Hop;https://api.spotify.com/v1/audio-analysis/6n3HGiq4v35D6eFOSwqYuo;6n3HGiq4v35D6eFOSwqYuo;Teenage Fever;2017-03-18;172;1lXY618HWkwYKJWBRYR4MK;0;8;219692;111;6n3HGiq4v35D6eFOSwqYuo;chill;audio_features;37i9dQZF1EIf4OaZ1XTJYw
385;106312;619;ambient;-11272;179;294;Fido;5;118;71;https://api.spotify.com/v1/tracks/1136eJrkWsDvReASbjLTaU;spotify:track:1136eJrkWsDvReASbjLTaU;Awolowo;Meditative Vibes;https://api.spotify.com/v1/audio-analysis/1136eJrkWsDvReASbjLTaU;1136eJrkWsDvReASbjLTaU;Awolowo;2024-08-07;369;5BRKHZh6Y0voiEQ4YsGdCr;0;0;135577;129;1136eJrkWsDvReASbjLTaU;meditative;audio_features;3kEpLybbAlVUVimW5Evijb
415;113976;823;ambient;-10845;128;488;Omah Lay;4;637;70;https://api.spotify.com/v1/tracks/0zVk3uuV9UhxAt48F3OL12;spotify:track:0zVk3uuV9UhxAt48F3OL12;Holy Ghost;Meditative Vibes;https://api.spotify.com/v1/audio-analysis/0zVk3uuV9UhxAt48F3OL12;0zVk3uuV9UhxAt48F3OL12;Holy Ghost;2023-11-09;316;5y1s96lknw32i5O1OObkhg;0;5;186154;471;0zVk3uuV9UhxAt48F3OL12;meditative;audio_features;3kEpLybbAlVUVimW5Evijb
756;105024;719;ambient;-5392;109;647;Victony, Rema, Tempoe, Don Toliver;4;761;72;https://api.spotify.com/v1/tracks/25Kyv5SeEenT0EETpP2hYn;spotify:track:25Kyv5SeEenT0EETpP2hYn;Soweto (with Don Toliver, Rema and Tempoe);Meditative Vibes;https://api.spotify.com/v1/audio-analysis/25Kyv5SeEenT0EETpP2hYn;25Kyv5SeEenT0EETpP2hYn;Soweto (with Don Toliver, Rema & Tempoe);2023-03-22;0;6VZ6icUuxAtSKVxPWlQvug;0;5;219500;541;25Kyv5SeEenT0EETpP2hYn;meditative;audio_features;3kEpLybbAlVUVimW5Evijb
503;9997;792;ambient;-8044;959;381;Ayra Starr;4;626;68;https://api.spotify.com/v1/tracks/1rrqJ9QkOBYJlsZgqqwxgB;spotify:track:1rrqJ9QkOBYJlsZgqqwxgB;Rush;Meditative Vibes;https://api.spotify.com/v1/audio-analysis/1rrqJ9QkOBYJlsZgqqwxgB;1rrqJ9QkOBYJlsZgqqwxgB;Rush;2022-09-16;57;6CvEsGBD3JdbDKpmJaXn2E;1;1;185093;369;1rrqJ9QkOBYJlsZgqqwxgB;meditative;audio_features;3kEpLybbAlVUVimW5Evijb
463;12515;562;ambient;-7478;157;416;Tems;5;787;72;https://api.spotify.com/v1/tracks/2mzM4Y0Rnx2BDZqRnhQ5Q6;spotify:track:2mzM4Y0Rnx2BDZqRnhQ5Q6;For Broken Ears;Meditative Vibes;https://api.spotify.com/v1/audio-analysis/2mzM4Y0Rnx2BDZqRnhQ5Q6;2mzM4Y0Rnx2BDZqRnhQ5Q6;Free Mind;2020-09-25;145;2sU8ByeYc5BOBFNDr58CGV;1;6;247579;442;2mzM4Y0Rnx2BDZqRnhQ5Q6;meditative;audio_features;3kEpLybbAlVUVimW5Evijb
707;104027;849;ambient;-6002;618;602;Wizkid, Tems;4;113;70;https://api.spotify.com/v1/tracks/5FG7Tl93LdH117jEKYl3Cm;spotify:track:5FG7Tl93LdH117jEKYl3Cm;Made In Lagos;Meditative Vibes;https://api.spotify.com/v1/audio-analysis/5FG7Tl93LdH117jEKYl3Cm;5FG7Tl93LdH117jEKYl3Cm;Essence (feat. Tems);2020-10-29;0,000858;6HpMdN52TfJAwVbmkrFeBN;1;0;248040;266;5FG7Tl93LdH117jEKYl3Cm;meditative;audio_features;3kEpLybbAlVUVimW5Evijb
501;103993;637;ambient;-6148;99;431;Rotimi, Wale;4;187;68;https://api.spotify.com/v1/tracks/6XM53PbvlzhuNtJZtpl7RP;spotify:track:6XM53PbvlzhuNtJZtpl7RP;The Beauty of Becoming;Meditative Vibes;https://api.spotify.com/v1/audio-analysis/6XM53PbvlzhuNtJZtpl7RP;6XM53PbvlzhuNtJZtpl7RP;In My Bed;2019-12-13;0,00591;1AUSfQC9x3SsqNQhFq05l7;0;0;185461;229;6XM53PbvlzhuNtJZtpl7RP;meditative;audio_features;3kEpLybbAlVUVimW5Evijb
496;109979;812;ambient;-5969;955;55;Dave, Burna Boy;4;297;73;https://api.spotify.com/v1/tracks/3z4CGd63tpUn9a6oQSG0CI;spotify:track:3z4CGd63tpUn9a6oQSG0CI;PSYCHODRAMA;Meditative Vibes;https://api.spotify.com/v1/audio-analysis/3z4CGd63tpUn9a6oQSG0CI;3z4CGd63tpUn9a6oQSG0CI;Location (feat. Burna Boy);2019-03-08;0;4GrFuXwRmEBJec22p58fsD;0;9;241293;271;3z4CGd63tpUn9a6oQSG0CI;meditative;audio_features;3kEpLybbAlVUVimW5Evijb
581;102964;609;ambient;-10854;283;528;Tems;3;277;72;https://api.spotify.com/v1/tracks/2QdSb68BzZGMgCbsrFmSLc;spotify:track:2QdSb68BzZGMgCbsrFmSLc;For Broken Ears;Meditative Vibes;https://api.spotify.com/v1/audio-analysis/2QdSb68BzZGMgCbsrFmSLc;2QdSb68BzZGMgCbsrFmSLc;Higher;2020-09-25;0;2sU8ByeYc5BOBFNDr58CGV;1;2;196204;509;2QdSb68BzZGMgCbsrFmSLc;meditative;audio_features;3kEpLybbAlVUVimW5Evijb
655;929;649;ambient;-5534;22;793;Oxlade;4;652;70;https://api.spotify.com/v1/tracks/2WigMwGJysIh9fRnSJvpjn;spotify:track:2WigMwGJysIh9fRnSJvpjn;KU LO SA - A COLORS SHOW;Meditative Vibes;https://api.spotify.com/v1/audio-analysis/2WigMwGJysIh9fRnSJvpjn;2WigMwGJysIh9fRnSJvpjn;KU LO SA - A COLORS SHOW;2022-06-10;0;36bNKiiUjxUCaAO7QtUVfi;0;10;147581;307;2WigMwGJysIh9fRnSJvpjn;meditative;audio_features;3kEpLybbAlVUVimW5Evijb
549;123879;613;ambient;-8187;116;78;Tems;5;231;71;https://api.spotify.com/v1/tracks/2dFqK2ZkYB9Xc47gr3xXWl;spotify:track:2dFqK2ZkYB9Xc47gr3xXWl;If Orange Was A Place;Meditative Vibes;https://api.spotify.com/v1/audio-analysis/2dFqK2ZkYB9Xc47gr3xXWl;2dFqK2ZkYB9Xc47gr3xXWl;Replay;2021-09-14;0;0x2ntwkM3GoLVAPjAOPrWv;1;9;180000;97;2dFqK2ZkYB9Xc47gr3xXWl;meditative;audio_features;3kEpLybbAlVUVimW5Evijb
161;140997;138;ambient;-43643;951;155;Somnum Magnam;1;532;72;https://api.spotify.com/v1/tracks/6KzdWw8Hi1bz1lVw2AXDzb;spotify:track:6KzdWw8Hi1bz1lVw2AXDzb;Touches;Ambient Chill;https://api.spotify.com/v1/audio-analysis/6KzdWw8Hi1bz1lVw2AXDzb;6KzdWw8Hi1bz1lVw2AXDzb;Touches;2024-01-19;971;0gr42nFesHmvHP2rihBldP;1;5;144750;977;6KzdWw8Hi1bz1lVw2AXDzb;chill;audio_features;37i9dQZF1DX3Ogo9pFvBkY
277;159719;329;ambient;-13111;971;121;Bon Iver, St. Vincent;3;302;75;https://api.spotify.com/v1/tracks/4k7x3QKrc3h3U0Viqk0uop;spotify:track:4k7x3QKrc3h3U0Viqk0uop;The Twilight Saga: New Moon (Original Motion Picture Soundtrack);Dark Academia;https://api.spotify.com/v1/audio-analysis/4k7x3QKrc3h3U0Viqk0uop;4k7x3QKrc3h3U0Viqk0uop;Rosyln;2009-10-16;24;2PDlvc7K51qC4Bkali3q0R;0;10;289560;971;4k7x3QKrc3h3U0Viqk0uop;academic;audio_features;6JH5nqQdmdNPuwEoCImWnj
4;135965;44;ambient;-16887;111;249;Tom Rosenthal;4;322;77;https://api.spotify.com/v1/tracks/4IhTXiZLKATmwhMZIb1GQN;spotify:track:4IhTXiZLKATmwhMZIb1GQN;Z-Sides;Dark Academia;https://api.spotify.com/v1/audio-analysis/4IhTXiZLKATmwhMZIb1GQN;4IhTXiZLKATmwhMZIb1GQN;Lights Are On;2018-10-26;465;6wOJyevNYXevqTZCn6Xk5T;1;3;193749;981;4IhTXiZLKATmwhMZIb1GQN;academic;audio_features;6JH5nqQdmdNPuwEoCImWnj
664;129071;575;ambient;-5303;116;437;Hozier;4;481;81;https://api.spotify.com/v1/tracks/3dYD57lRAUcMHufyqn9GcI;spotify:track:3dYD57lRAUcMHufyqn9GcI;Hozier;Dark Academia;https://api.spotify.com/v1/audio-analysis/3dYD57lRAUcMHufyqn9GcI;3dYD57lRAUcMHufyqn9GcI;Take Me To Church;2014-09-19;0;0Uv83rRhY5QvHKkQoULRKk;0;4;241688;637;3dYD57lRAUcMHufyqn9GcI;academic;audio_features;6JH5nqQdmdNPuwEoCImWnj
581;130033;613;ambient;-8588;25;551;Taylor Swift;4;424;83;https://api.spotify.com/v1/tracks/4R2kfaDFhslZEMJqAFNpdd;spotify:track:4R2kfaDFhslZEMJqAFNpdd;folklore;Dark Academia;https://api.spotify.com/v1/audio-analysis/4R2kfaDFhslZEMJqAFNpdd;4R2kfaDFhslZEMJqAFNpdd;cardigan;2020-07-24;345;2fenSS68JI1h4Fo296JfGr;0;0;239560;537;4R2kfaDFhslZEMJqAFNpdd;academic;audio_features;6JH5nqQdmdNPuwEoCImWnj
416;113986;324;ambient;-892;11;151;Lana Del Rey;4;368;83;https://api.spotify.com/v1/tracks/2nMeu6UenVvwUktBCpLMK9;spotify:track:2nMeu6UenVvwUktBCpLMK9;Young And Beautiful;Dark Academia;https://api.spotify.com/v1/audio-analysis/2nMeu6UenVvwUktBCpLMK9;2nMeu6UenVvwUktBCpLMK9;Young And Beautiful;2013-01-01;0,00369;1D92WOHWUI2AGQCCdplcXL;0;11;236053;262;2nMeu6UenVvwUktBCpLMK9;academic;audio_features;6JH5nqQdmdNPuwEoCImWnj
308;11395;504;ambient;-14958;158;121;Mitski;4;321;88;https://api.spotify.com/v1/tracks/3vkCueOmm7xQDoJ17W1Pm3;spotify:track:3vkCueOmm7xQDoJ17W1Pm3;The Land Is Inhospitable and So Are We;Dark Academia;https://api.spotify.com/v1/audio-analysis/3vkCueOmm7xQDoJ17W1Pm3;3vkCueOmm7xQDoJ17W1Pm3;My Love Mine All Mine;2023-09-15;135;2Cn1d2KgbkAqbZCJ1RzdkA;1;9;137773;868;3vkCueOmm7xQDoJ17W1Pm3;academic;audio_features;6JH5nqQdmdNPuwEoCImWnj
422;144678;718;ambient;-9115;17;455;blackbear;4;621;71;https://api.spotify.com/v1/tracks/3SErMoIKdRELto2OspGs5L;spotify:track:3SErMoIKdRELto2OspGs5L;dead;Dark Academia;https://api.spotify.com/v1/audio-analysis/3SErMoIKdRELto2OspGs5L;3SErMoIKdRELto2OspGs5L;idfc;2015-06-02;0;5cEJ9XTxsUKterwl1nAm2I;0;4;207027;764;3SErMoIKdRELto2OspGs5L;academic;audio_features;6JH5nqQdmdNPuwEoCImWnj
449;123969;327;ambient;-5362;22;179;Matt Maltese;4;34;68;https://api.spotify.com/v1/tracks/3NM41PVVUr0ceootKAtkAj;spotify:track:3NM41PVVUr0ceootKAtkAj;Bad Contestant;Dark Academia;https://api.spotify.com/v1/audio-analysis/3NM41PVVUr0ceootKAtkAj;3NM41PVVUr0ceootKAtkAj;As the World Caves In;2018-06-08;444;7I6d6PkjEJE50fnxhCwQ8M;1;10;218755;369;3NM41PVVUr0ceootKAtkAj;academic;audio_features;6JH5nqQdmdNPuwEoCImWnj
135;82987;387;ambient;-14398;948;21;Billie Eilish;4;51;72;https://api.spotify.com/v1/tracks/5SHpuW2qjkQtFRpE6P9Nks;spotify:track:5SHpuW2qjkQtFRpE6P9Nks;Guitar Songs;Dark Academia;https://api.spotify.com/v1/audio-analysis/5SHpuW2qjkQtFRpE6P9Nks;5SHpuW2qjkQtFRpE6P9Nks;The 30th;2022-07-21;0;1YPWxMpQEC8kcOuefgXbhj;1;7;216448;929;5SHpuW2qjkQtFRpE6P9Nks;academic;audio_features;6JH5nqQdmdNPuwEoCImWnj
179;14001;539;ambient;-1433;106;145;Hozier;3;309;72;https://api.spotify.com/v1/tracks/57V4uc2b2diZ4RPHXWecb9;spotify:track:57V4uc2b2diZ4RPHXWecb9;Hozier (Expanded Edition);Dark Academia;https://api.spotify.com/v1/audio-analysis/57V4uc2b2diZ4RPHXWecb9;57V4uc2b2diZ4RPHXWecb9;Like Real People Do;2014-09-19;393;4Pv7m8D82A1Xun7xNCKZjJ;1;7;198027;921;57V4uc2b2diZ4RPHXWecb9;academic;audio_features;6JH5nqQdmdNPuwEoCImWnj
119;70499;467;ambient;-1099;973;156;Lana Del Rey;4;401;73;https://api.spotify.com/v1/tracks/3lG6OtGDsYAOALxEmubQQm;spotify:track:3lG6OtGDsYAOALxEmubQQm;Norman Fucking Rockwell!;Dark Academia;https://api.spotify.com/v1/audio-analysis/3lG6OtGDsYAOALxEmubQQm;3lG6OtGDsYAOALxEmubQQm;Happiness is a butterfly;2019-08-30;0,000014;5XpEKORZ4y6OrCZSKsi46A;1;2;272485;969;3lG6OtGDsYAOALxEmubQQm;academic;audio_features;6JH5nqQdmdNPuwEoCImWnj
561;79764;319;ambient;-23023;388;82;Billie Eilish;3;45;74;https://api.spotify.com/v1/tracks/0tMSssfxAL2oV8Vri0mFHE;spotify:track:0tMSssfxAL2oV8Vri0mFHE;WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?;Dark Academia;https://api.spotify.com/v1/audio-analysis/0tMSssfxAL2oV8Vri0mFHE;0tMSssfxAL2oV8Vri0mFHE;listen before i go;2019-03-29;384;0S0KGZnfBGSIssfF54WSJh;1;0;242652;935;0tMSssfxAL2oV8Vri0mFHE;academic;audio_features;6JH5nqQdmdNPuwEoCImWnj
343;145115;474;ambient;-8571;305;152;Conan Gray;3;27;72;https://api.spotify.com/v1/tracks/2JN3ugW1cEahbYw0I5mw5U;spotify:track:2JN3ugW1cEahbYw0I5mw5U;Superache;Dark Academia;https://api.spotify.com/v1/audio-analysis/2JN3ugW1cEahbYw0I5mw5U;2JN3ugW1cEahbYw0I5mw5U;Astronomy;2022-06-24;0,00265;5hIOd0FvjlgG4uLjXHkFWI;0;4;243907;578;2JN3ugW1cEahbYw0I5mw5U;academic;audio_features;6JH5nqQdmdNPuwEoCImWnj
156;9408;671;ambient;-16288;113;201;Harry Styles;4;371;69;https://api.spotify.com/v1/tracks/1IF5UcqRO42D12vYwceOY6;spotify:track:1IF5UcqRO42D12vYwceOY6;Harry Styles;Dark Academia;https://api.spotify.com/v1/audio-analysis/1IF5UcqRO42D12vYwceOY6;1IF5UcqRO42D12vYwceOY6;From the Dining Table;2017-05-12;518;1FZKIm3JVDCxTchXDo5jOV;1;8;211960;804;1IF5UcqRO42D12vYwceOY6;academic;audio_features;6JH5nqQdmdNPuwEoCImWnj
128;159679;599;ambient;-17261;115;367;Billie Eilish;4;109;70;https://api.spotify.com/v1/tracks/4HOryCnbme0zBnF8LWij3f;spotify:track:4HOryCnbme0zBnF8LWij3f;Happier Than Ever;Dark Academia;https://api.spotify.com/v1/audio-analysis/4HOryCnbme0zBnF8LWij3f;4HOryCnbme0zBnF8LWij3f;Getting Older;2021-07-30;121;0JGOiO34nwfUdDrD612dOp;1;10;244221;974;4HOryCnbme0zBnF8LWij3f;academic;audio_features;6JH5nqQdmdNPuwEoCImWnj
129;13735;483;ambient;-20149;106;203;Liana Flores;3;349;81;https://api.spotify.com/v1/tracks/51Grh1RyUDcMBbpuyUIUHI;spotify:track:51Grh1RyUDcMBbpuyUIUHI;recently;Dark Academia;https://api.spotify.com/v1/audio-analysis/51Grh1RyUDcMBbpuyUIUHI;51Grh1RyUDcMBbpuyUIUHI;rises the moon;2019-04-10;145;295qW3R6DSM1WfePwUpgux;0;5;161929;947;51Grh1RyUDcMBbpuyUIUHI;academic;audio_features;6JH5nqQdmdNPuwEoCImWnj
322;148005;516;ambient;-11762;215;261;Lizzy McAlpine;3;292;80;https://api.spotify.com/v1/tracks/2L9N0zZnd37dwF0clgxMGI;spotify:track:2L9N0zZnd37dwF0clgxMGI;five seconds flat;Dark Academia;https://api.spotify.com/v1/audio-analysis/2L9N0zZnd37dwF0clgxMGI;2L9N0zZnd37dwF0clgxMGI;ceilings;2022-04-08;194;68L5xVV9wydotfDXEik7eD;1;9;182888;473;2L9N0zZnd37dwF0clgxMGI;academic;audio_features;6JH5nqQdmdNPuwEoCImWnj
