NOME_MUNICIPIO,UF,Valor_Medio_Pago,Etiqueta_Classificacao
BOM SUCESSO DO SUL,PR,578.1567164179105,Baixo Repasse
TAPERA,RS,612.223602484472,Baixo Repasse
ITATIBA DO SUL,RS,694.7177419354839,Alto Repasse
COCAL DO SUL,SC,622.2478991596639,Baixo Repasse
SAO MIGUEL DO ANTA,MG,632.839116719243,Baixo Repasse
DOM PEDRO,MA,686.3303023414412,Alto Repasse
CAPELA NOVA,MG,632.157980456026,Baixo Repasse
SOUSA,PB,650.4435977780943,Baixo Repasse
DOUTOR ULYSSES,PR,642.8026634382567,Baixo Repasse
SAO LEOPOLDO,RS,693.0826761128192,Alto Repasse
RENASCENCA,PR,619.3535353535353,Baixo Repasse
ITAUNA DO SUL,PR,626.1433566433567,Baixo Repasse
FAGUNDES VARELA,RS,696.8,Alto Repasse
ITAU,RN,647.5372297838271,Baixo Repasse
RIO DAS PEDRAS,SP,640.8036529680365,Baixo Repasse
FREI MIGUELINHO,PE,644.2262940907009,Baixo Repasse
GONCALVES,MG,643.8734939759037,Baixo Repasse
AIURUOCA,MG,615.8565891472869,Baixo Repasse
TUPANATINGA,PE,684.308487933016,Alto Repasse
MACEDONIA,SP,635.9,Baixo Repasse
PANORAMA,SP,684.0197278911564,Alto Repasse
MINACU,GO,642.7221715328467,Baixo Repasse
MACATUBA,SP,633.4589800443459,Baixo Repasse
ANGULO,PR,611.4496644295302,Baixo Repasse
BELA VISTA DE MINAS,MG,643.8765743073047,Baixo Repasse
MATO GROSSO,PB,629.7594936708861,Baixo Repasse
ORINDIUVA,SP,686.3296089385475,Alto Repasse
ALENQUER,PA,726.5226572133168,Alto Repasse
MONTE BELO DO SUL,RS,787.0,Alto Repasse
QUADRA,SP,680.1435897435897,Alto Repasse
CORONEL SAPUCAIA,MS,707.3241481481482,Alto Repasse
PORTO GRANDE,AP,730.0571819425445,Alto Repasse
BARUERI,SP,646.2140998343979,Baixo Repasse
ARAGOMINAS,TO,694.6738305941846,Alto Repasse
PRESIDENTE VARGAS,MA,737.8393714535138,Alto Repasse
CARIDADE DO PIAUI,PI,645.0732375085557,Baixo Repasse
COMODORO,MT,716.9822294022617,Alto Repasse
ALEXANDRIA,RN,648.9978326831383,Baixo Repasse
TRES PASSOS,RS,680.5888704318937,Alto Repasse
VARGEM BONITA,SC,683.6225165562914,Alto Repasse
SILVES,AM,744.6789875451989,Alto Repasse
SENADOR SA,CE,683.4387405886379,Alto Repasse
ITAOCA,SP,646.6203703703703,Baixo Repasse
ITAPIRANGA,AM,702.0523532522475,Alto Repasse
MANOEL URBANO,AC,753.2705295471987,Alto Repasse
OURO FINO,MG,683.8867924528302,Alto Repasse
PASSAGEM FRANCA,MA,695.0067183462533,Alto Repasse
GUARACIABA,MG,644.5939086294417,Baixo Repasse
GUARAMIRIM,SC,636.0823211875844,Baixo Repasse
SANTA FE DO SUL,SP,630.7987866531851,Baixo Repasse
CHAPADA,RS,690.5560344827586,Alto Repasse
PIRANHAS,AL,700.0058175773945,Alto Repasse
SAO FELIX DO XINGU,PA,712.2705914123684,Alto Repasse
CASTILHO,SP,648.6528081692195,Baixo Repasse
MIRACATU,SP,686.2664813343923,Alto Repasse
TIBAU DO SUL,RN,691.9954732510288,Alto Repasse
CAMPINA DO SIMAO,PR,695.4303797468355,Alto Repasse
SANTO EXPEDITO DO SUL,RS,681.2542372881356,Alto Repasse
LAJEDAO,BA,682.6126237623762,Alto Repasse
SANTA MARGARIDA,MG,688.7895424836602,Alto Repasse
LAPA,PR,639.6027607361963,Baixo Repasse
PALHANO,CE,648.0331434489901,Baixo Repasse
SAO JOSE DA LAJE,AL,720.9050435865504,Alto Repasse
URUCUCA,BA,682.6396722560976,Alto Repasse
FEIRA NOVA,SE,682.3134099616858,Alto Repasse
PONTALINA,GO,597.7274701411509,Baixo Repasse
NOVA PETROPOLIS,RS,643.15625,Baixo Repasse
FARROUPILHA,RS,685.986836856801,Alto Repasse
CAMBUQUIRA,MG,644.997393570808,Baixo Repasse
PIRAPEMAS,MA,696.596646630813,Alto Repasse
IVINHEMA,MS,640.8997451146984,Baixo Repasse
PARANAGUA,PR,681.0741176470589,Alto Repasse
ASSUNCAO DO PIAUI,PI,707.7380319148937,Alto Repasse
TESOURO,MT,727.4716981132076,Alto Repasse
ALTO ALEGRE DO MARANHAO,MA,698.9444570908263,Alto Repasse
LAMIM,MG,640.0104438642297,Baixo Repasse
VITOR MEIRELES,SC,720.048128342246,Alto Repasse
MULITERNO,RS,720.6732673267327,Alto Repasse
SARDOA,MG,650.657633242999,Baixo Repasse
MORADA NOVA,CE,649.8401849948613,Baixo Repasse
BREJO ALEGRE,SP,635.4185185185186,Baixo Repasse
CHAPECO,SC,648.1575702629193,Baixo Repasse
CASSIA DOS COQUEIROS,SP,648.0858895705521,Baixo Repasse
SERRA DO NAVIO,AP,705.2464864864864,Alto Repasse
SAO JOAO DA MATA,MG,690.2654320987655,Alto Repasse
SAPEACU,BA,646.7616279069767,Baixo Repasse
AMAJARI,RR,773.9773712084738,Alto Repasse
SAO DOMINGOS,BA,631.3992640294388,Baixo Repasse
ALTO ALEGRE DO PINDARE,MA,705.7868271954674,Alto Repasse
SAO MIGUEL DOS MILAGRES,AL,682.6234604105572,Alto Repasse
PONTE NOVA,MG,638.2465254798146,Baixo Repasse
GONZAGA,MG,645.3232628398791,Baixo Repasse
ITAI,SP,684.627076923077,Alto Repasse
INHAPIM,MG,648.799884825799,Baixo Repasse
ITUPIRANGA,PA,717.1703114645461,Alto Repasse
JAPURA,PR,623.7304526748972,Baixo Repasse
SAO JOSE DOS PINHAIS,PR,650.8917313288069,Baixo Repasse
TRINDADE,PE,682.7642770352369,Alto Repasse
MARIANOPOLIS DO TOCANTINS,TO,699.3994490358127,Alto Repasse
CANAA DOS CARAJAS,PA,690.0847169433887,Alto Repasse
SAO JOAO DO CARU,MA,726.4386086956522,Alto Repasse
DORESOPOLIS,MG,705.3613445378152,Alto Repasse
JOAO DIAS,RN,637.03066439523,Baixo Repasse
TARAUACA,AC,786.645137342242,Alto Repasse
SANTO HIPOLITO,MG,637.8160621761658,Baixo Repasse
SAO MIGUEL DO GUAMA,PA,696.8872050227322,Alto Repasse
SALINAS,MG,649.4703809733539,Baixo Repasse
TRAIRAO,PA,708.3206480783723,Alto Repasse
DESCANSO,SC,691.930817610063,Alto Repasse
PARELHAS,RN,643.6300179748353,Baixo Repasse
MARCELANDIA,MT,708.5664893617021,Alto Repasse
TANQUE NOVO,BA,682.6284789644013,Alto Repasse
LAGO DA PEDRA,MA,699.039207144413,Alto Repasse
CORDEIROPOLIS,SP,495.1794871794872,Baixo Repasse
ALVARAES,AM,754.9702623906705,Alto Repasse
PORTO ALEGRE DO NORTE,MT,699.7301066447908,Alto Repasse
TREZE DE MAIO,SC,641.0451977401129,Baixo Repasse
GADO BRAVO,PB,690.1631553160215,Alto Repasse
BREJO,MA,706.0645066705762,Alto Repasse
LINDOIA,SP,647.3315363881402,Baixo Repasse
ESPERA FELIZ,MG,646.9838990426458,Baixo Repasse
UMARI,CE,649.1595135908441,Baixo Repasse
NOSSA SENHORA DOS REMEDIOS,PI,686.4221525600836,Alto Repasse
CAICO,RN,642.455712961737,Baixo Repasse
OEIRAS DO PARA,PA,738.8185410658976,Alto Repasse
CANTAGALO,PR,684.7842105263157,Alto Repasse
ITAJA,GO,646.7556270096463,Baixo Repasse
MIRABELA,MG,645.8695652173913,Baixo Repasse
SERRA NOVA DOURADA,MT,692.0769230769231,Alto Repasse
GUARANTA DO NORTE,MT,701.223606353161,Alto Repasse
DAVINOPOLIS,MA,692.4819484240687,Alto Repasse
TENENTE PORTELA,RS,695.3444592790387,Alto Repasse
CONSTANTINA,RS,720.7410256410257,Alto Repasse
JACUTINGA,RS,638.8108108108108,Baixo Repasse
CACHOEIRA DO PIRIA,PA,714.8589717943589,Alto Repasse
NOVA RAMADA,RS,724.7045454545455,Alto Repasse
PORTO WALTER,AC,808.2210076045627,Alto Repasse
NORMANDIA,RR,872.5972981666131,Alto Repasse
SANTA RITA,MA,697.2430202328472,Alto Repasse
ROQUE GONZALES,RS,633.4398734177215,Baixo Repasse
CACIMBAS,PB,718.4157844080847,Alto Repasse
BARRA,BA,713.1615977725423,Alto Repasse
VOLTA REDONDA,RJ,648.5321922187792,Baixo Repasse
GUAPO,GO,689.0350358801182,Alto Repasse
CORUMBA,MS,717.2932716483958,Alto Repasse
MAETINGA,BA,641.6299363057325,Baixo Repasse
BELA VISTA,MS,697.0716244002741,Alto Repasse
PINHAL DE SAO BENTO,PR,637.131914893617,Baixo Repasse
TANQUINHO,BA,645.594653573377,Baixo Repasse
RIO CASCA,MG,629.6331006979062,Baixo Repasse
INHAPI,AL,719.8689233901756,Alto Repasse
FERNAO,SP,647.8175675675676,Baixo Repasse
RIBEIRAO BONITO,SP,650.1317957166392,Baixo Repasse
URUBICI,SC,714.0087082728592,Alto Repasse
CANELA,RS,685.9654945777194,Alto Repasse
NOVA BELEM,MG,633.1208609271523,Baixo Repasse
JOAO DOURADO,BA,680.3125552608311,Alto Repasse
ARABUTA,SC,711.7534246575342,Alto Repasse
BOCAINA,PI,645.171500630517,Baixo Repasse
GRAO PARA,SC,695.9887640449438,Alto Repasse
AUGUSTINOPOLIS,TO,702.2553606237817,Alto Repasse
BURITICUPU,MA,710.8548667143294,Alto Repasse
BOA VISTA,PB,650.125,Baixo Repasse
ANDRE DA ROCHA,RS,542.3823529411765,Baixo Repasse
QUATA,SP,640.8777660695469,Baixo Repasse
NATUBA,PB,685.1399229781772,Alto Repasse
GUARAITA,GO,632.0338983050848,Baixo Repasse
VIDAL RAMOS,SC,635.5988372093024,Baixo Repasse
CAMPESTRE DA SERRA,RS,698.8606060606061,Alto Repasse
TRES CORACOES,MG,643.1511839708561,Baixo Repasse
DEPUTADO IRAPUAN PINHEIRO,CE,640.4318857822725,Baixo Repasse
BATAGUASSU,MS,642.0359457866824,Baixo Repasse
REDENTORA,RS,706.7201622247973,Alto Repasse
SAO JOAO DA BALIZA,RR,712.7089910775567,Alto Repasse
PATIS,MG,639.5137711864406,Baixo Repasse
GAUCHA DO NORTE,MT,752.9403254972875,Alto Repasse
NOVO HORIZONTE DO SUL,MS,650.6666666666666,Baixo Repasse
VILA MARIA,RS,687.5463917525773,Alto Repasse
MARILANDIA DO SUL,PR,645.5274151436031,Baixo Repasse
LUZERNA,SC,633.0952380952381,Baixo Repasse
JUNQUEIROPOLIS,SP,629.3185520361991,Baixo Repasse
GONGOGI,BA,648.2141706924316,Baixo Repasse
MOSSAMEDES,GO,621.0622710622711,Baixo Repasse
PRIMAVERA,PE,650.755822689707,Baixo Repasse
ARMACAO DOS BUZIOS,RJ,648.1379912663756,Baixo Repasse
JUNDIA,AL,682.565349544073,Alto Repasse
BALNEARIO CAMBORIU,SC,635.2705167173252,Baixo Repasse
ALTO BELA VISTA,SC,591.0869565217391,Baixo Repasse
NOSSA SENHORA DAS GRACAS,PR,572.8545454545455,Baixo Repasse
CRIXAS,GO,640.2479919678715,Baixo Repasse
IACIARA,GO,705.2214147286821,Alto Repasse
ROSANA,SP,648.1860465116279,Baixo Repasse
ARAME,MA,770.1995592065718,Alto Repasse
TORITAMA,PE,689.3065653075329,Alto Repasse
CAMBARA DO SUL,RS,695.9967320261438,Alto Repasse
MANDAGUACU,PR,687.2106227106227,Alto Repasse
OURO PRETO,MG,635.4972791963164,Baixo Repasse
MESSIAS,AL,701.1201201201201,Alto Repasse
SAO JOAO DO ARAGUAIA,PA,725.630280500169,Alto Repasse
GUARIBAS,PI,697.348787446505,Alto Repasse
LUZ,MG,644.8550368550368,Baixo Repasse
PARAUAPEBAS,PA,691.6906675550744,Alto Repasse
BARRA DE SANTO ANTONIO,AL,697.3543391188251,Alto Repasse
MUTUNOPOLIS,GO,691.901878914405,Alto Repasse
VARGEM,SP,644.6113636363636,Baixo Repasse
SANTA FE DO ARAGUAIA,TO,715.57616892911,Alto Repasse
NOVO GAMA,GO,692.8083288841431,Alto Repasse
PONTE SERRADA,SC,690.6206322795341,Alto Repasse
SAO JOAO DO PARAISO,MA,707.1883432271991,Alto Repasse
SAO JERONIMO DA SERRA,PR,680.34375,Alto Repasse
TERENOS,MS,684.7176843774782,Alto Repasse
PIRAUBA,MG,648.6627906976744,Baixo Repasse
JARAMATAIA,AL,708.3969534050179,Alto Repasse
INCONFIDENTES,MG,644.1334951456311,Baixo Repasse
NARANDIBA,SP,690.1585365853658,Alto Repasse
CAJUEIRO DA PRAIA,PI,685.5791304347827,Alto Repasse
MARIOPOLIS,PR,691.9285714285714,Alto Repasse
MORRO GRANDE,SC,623.8089171974523,Baixo Repasse
POCO DAS TRINCHEIRAS,AL,688.2007311399136,Alto Repasse
LIMOEIRO,PE,640.8756581158284,Baixo Repasse
SUME,PB,650.4779127553837,Baixo Repasse
CACHOEIRA DOURADA,MG,631.1015625,Baixo Repasse
ARAPEI,SP,681.363321799308,Alto Repasse
NOVA CASTILHO,SP,591.1,Baixo Repasse
PRUDENTOPOLIS,PR,646.2241639047905,Baixo Repasse
JAPARAIBA,MG,619.2222222222222,Baixo Repasse
SAO JOSE DO INHACORA,RS,626.1,Baixo Repasse
PORTO CALVO,AL,682.2547384382108,Alto Repasse
NOVO BRASIL,GO,644.6970443349753,Baixo Repasse
BOM JESUS DO SUL,PR,649.2047244094488,Baixo Repasse
VILA RICA,MT,721.4523449319213,Alto Repasse
PEDRO TEIXEIRA,MG,638.0418604651163,Baixo Repasse
CONQUISTA D'OESTE,MT,733.2720588235294,Alto Repasse
AGROLANDIA,SC,690.7939393939394,Alto Repasse
TABATINGA,SP,681.0847457627119,Alto Repasse
LAGOA ALEGRE,PI,690.6543301258328,Alto Repasse
ENCRUZILHADA DO SUL,RS,682.679211469534,Alto Repasse
ANAPOLIS,GO,648.524734366835,Baixo Repasse
GUIMARANIA,MG,688.905601659751,Alto Repasse
RIACHAO,MA,706.9336707511987,Alto Repasse
ESTRELA,RS,701.4075792730085,Alto Repasse
LIMOEIRO DO AJURU,PA,731.1042482675505,Alto Repasse
CANDIDO MENDES,MA,707.7682347863616,Alto Repasse
BRUMADO,BA,633.5943854324735,Baixo Repasse
BAGE,RS,682.1830402500977,Alto Repasse
CAJURI,MG,635.582,Baixo Repasse
SANTA CRUZ DO CAPIBARIBE,PE,638.4313549949972,Baixo Repasse
CACHOEIRA DO ARARI,PA,704.4653714696888,Alto Repasse
CATUTI,MG,643.3507109004739,Baixo Repasse
TABOAO DA SERRA,SP,649.2079946213556,Baixo Repasse
BURITI DOS LOPES,PI,680.6728598306679,Alto Repasse
ATALAIA DO NORTE,AM,807.0243399339934,Alto Repasse
VIDEIRA,SC,628.7536092396535,Baixo Repasse
AGUA FRIA DE GOIAS,GO,635.429203539823,Baixo Repasse
CORREGO FUNDO,MG,631.7753623188406,Baixo Repasse
VISEU,PA,730.7392763894069,Alto Repasse
SANTA CRUZ DE SALINAS,MG,684.4283276450512,Alto Repasse
PROGRESSO,RS,650.1365079365079,Baixo Repasse
MONSENHOR PAULO,MG,647.6985815602837,Baixo Repasse
LEME DO PRADO,MG,632.0813704496788,Baixo Repasse
DOM PEDRITO,RS,688.5530925992134,Alto Repasse
PIRAI,RJ,642.1886172929587,Baixo Repasse
DOMINGOS MOURAO,PI,686.0398803589233,Alto Repasse
NOVO ACORDO,TO,699.2621359223301,Alto Repasse
BACABEIRA,MA,698.8334721065778,Alto Repasse
RIO DO OESTE,SC,713.2352941176471,Alto Repasse
PATU,RN,646.537841468876,Baixo Repasse
AMPARO,SP,629.656862745098,Baixo Repasse
CENTRAL DE MINAS,MG,639.7507042253521,Baixo Repasse
RIO ESPERA,MG,646.4419970631425,Baixo Repasse
MONTAURI,RS,604.5454545454545,Baixo Repasse
OURILANDIA DO NORTE,PA,685.0177722669973,Alto Repasse
SANTO ANTONIO DA BARRA,GO,614.9155555555556,Baixo Repasse
ALFREDO WAGNER,SC,643.1687170474517,Baixo Repasse
UBARANA,SP,648.7038626609442,Baixo Repasse
CORONEL FABRICIANO,MG,648.6028229115378,Baixo Repasse
PRADO,BA,710.8905768835969,Alto Repasse
SANTANA DA VARGEM,MG,621.8024390243902,Baixo Repasse
LEOBERTO LEAL,SC,625.9333333333333,Baixo Repasse
BOA VISTA DO SUL,RS,686.1111111111111,Alto Repasse
DIONISIO,MG,648.795865633075,Baixo Repasse
RAPOSA,MA,700.8677321156773,Alto Repasse
BALDIM,MG,632.988706365503,Baixo Repasse
OLHO D'AGUA DO PIAUI,PI,687.0983899821109,Alto Repasse
CRUZEIRO DO OESTE,PR,643.0929577464789,Baixo Repasse
ANITAPOLIS,SC,723.562962962963,Alto Repasse
PARNAGUA,PI,687.8079854809438,Alto Repasse
UIRAPURU,GO,647.3768115942029,Baixo Repasse
ATALAIA,PR,644.2450980392157,Baixo Repasse
BUIQUE,PE,702.5069368382622,Alto Repasse
SENADOR RUI PALMEIRA,AL,687.7252354660604,Alto Repasse
SANTANA DO SERIDO,RN,634.4768786127167,Baixo Repasse
VIEIRAS,MG,621.1436170212766,Baixo Repasse
SANTA CARMEM,MT,686.4920634920635,Alto Repasse
IATI,PE,687.8561452513967,Alto Repasse
ALTAMIRA,PA,688.0462930974919,Alto Repasse
COLINAS DO SUL,GO,697.4186046511628,Alto Repasse
NATERCIA,MG,614.0477941176471,Baixo Repasse
TIBAU,RN,636.3540445486518,Baixo Repasse
FORQUILHA,CE,641.3662402669632,Baixo Repasse
TEREZINHA,PE,694.8808322824716,Alto Repasse
ARAGUAINHA,MT,693.2047244094488,Alto Repasse
EXTREMA,MG,627.8074730842305,Baixo Repasse
ITAIPAVA DO GRAJAU,MA,731.164596273292,Alto Repasse
ITABUNA,BA,649.0340547968736,Baixo Repasse
OLHO D'AGUA DO CASADO,AL,698.0204957102002,Alto Repasse
MURITIBA,BA,635.4614040660737,Baixo Repasse
NOVA MAMORE,RO,725.260348583878,Alto Repasse
SAO DOMINGOS DO ARAGUAIA,PA,699.8701488894313,Alto Repasse
PATO BRAGADO,PR,640.5443037974684,Baixo Repasse
DOURADINA,PR,637.4395280235988,Baixo Repasse
IPIRANGA,PR,631.5869565217391,Baixo Repasse
ANAMA,AM,777.4084568439407,Alto Repasse
DIVINO DAS LARANJEIRAS,MG,650.1967694566813,Baixo Repasse
UBERLANDIA,MG,647.521329113924,Baixo Repasse
LAGOA DO PIAUI,PI,683.4425907752699,Alto Repasse
FAGUNDES,PB,691.6774340309372,Alto Repasse
OLINDA NOVA DO MARANHAO,MA,683.4694645441389,Alto Repasse
HARMONIA,RS,686.8484848484849,Alto Repasse
CONCEICAO DO CASTELO,ES,706.6192771084337,Alto Repasse
TAMBOARA,PR,629.9375,Baixo Repasse
AUREA,RS,706.2061855670103,Alto Repasse
AGUAS DE CHAPECO,SC,628.1666666666666,Baixo Repasse
CORUMBATAI,SP,642.8888888888889,Baixo Repasse
DOIS LAJEADOS,RS,633.2558139534884,Baixo Repasse
TEJUCUOCA,CE,681.6628901734105,Alto Repasse
SORRISO,MT,681.2733827358302,Alto Repasse
ALAGOINHAS,BA,647.7383644389375,Baixo Repasse
FORMOSA DO OESTE,PR,633.0541666666667,Baixo Repasse
MARAU,RS,699.3479674796748,Alto Repasse
NOVA LUZITANIA,SP,629.6212121212121,Baixo Repasse
CATANDUVAS,PR,645.0742459396752,Baixo Repasse
GALVAO,SC,682.2256809338521,Alto Repasse
QUEIROZ,SP,612.3888888888889,Baixo Repasse
ITABIRA,MG,645.1099548399765,Baixo Repasse
CARMO DO PARANAIBA,MG,645.3464163822525,Baixo Repasse
FORQUETINHA,RS,604.2368421052631,Baixo Repasse
CAMPINA DO MONTE ALEGRE,SP,638.1254752851711,Baixo Repasse
TIETE,SP,631.4948453608248,Baixo Repasse
GALILEIA,MG,694.778064516129,Alto Repasse
BARAO,RS,537.2758620689655,Baixo Repasse
SANTO ANTONIO DO ARACANGUA,SP,641.0846153846154,Baixo Repasse
SAO JOAO NEPOMUCENO,MG,645.3217737350767,Baixo Repasse
CARMO DO CAJURU,MG,645.6116941529235,Baixo Repasse
SAO LUIS DE MONTES BELOS,GO,650.2787761049053,Baixo Repasse
INDIANOPOLIS,PR,644.5539215686274,Baixo Repasse
SERRA DO RAMALHO,BA,706.1397179403083,Alto Repasse
SAO DOMINGOS DAS DORES,MG,621.5024549918166,Baixo Repasse
FLORESTA,PR,714.0739299610894,Alto Repasse
UNIAO DO SUL,MT,693.3103448275862,Alto Repasse
ALAGOA NOVA,PB,693.2311124330755,Alto Repasse
POCO FUNDO,MG,647.9169329073483,Baixo Repasse
RIBEIRAO CORRENTE,SP,693.3073593073593,Alto Repasse
TRAIPU,AL,689.1433946488295,Alto Repasse
MATINA,BA,646.0241071428571,Baixo Repasse
SAO VICENTE,SP,684.3131371847612,Alto Repasse
ROTEIRO,AL,685.1569674319273,Alto Repasse
BORBOREMA,PB,689.183908045977,Alto Repasse
ITIRAPUA,SP,685.1603773584906,Alto Repasse
LABREA,AM,699.9942349641633,Alto Repasse
BONFIM,MG,632.6541095890411,Baixo Repasse
CAMBUCI,RJ,636.4230349344978,Baixo Repasse
MONTE APRAZIVEL,SP,622.9370139968896,Baixo Repasse
PERDIGAO,MG,706.705035971223,Alto Repasse
SANTA ALBERTINA,SP,591.5978260869565,Baixo Repasse
JUARA,MT,716.4973958333334,Alto Repasse
NOVO PLANALTO,GO,642.0424028268551,Baixo Repasse
JURUENA,MT,696.3423035522067,Alto Repasse
VALENTIM GENTIL,SP,615.1739130434783,Baixo Repasse
ALTO PARNAIBA,MA,715.8571428571429,Alto Repasse
DOM VICOSO,MG,636.7574626865671,Baixo Repasse
PORTO,PI,723.6544167228591,Alto Repasse
RANCHARIA,SP,633.0459627329193,Baixo Repasse
BITURUNA,PR,649.7306955966816,Baixo Repasse
AMATURA,AM,801.417105796514,Alto Repasse
PIEN,PR,694.0725490196079,Alto Repasse
MARAGOGI,AL,696.6279579316389,Alto Repasse
PARICONHA,AL,688.7815554611135,Alto Repasse
GOIANINHA,RN,692.8363254837958,Alto Repasse
RIACHO DE SANTANA,RN,649.096011816839,Baixo Repasse
FELIXLANDIA,MG,650.6989399293286,Baixo Repasse
ITAIBA,PE,681.3606170313238,Alto Repasse
SANTAREM,PA,723.8941049589972,Alto Repasse
RIO AZUL,PR,609.8583333333333,Baixo Repasse
UNIAO DA SERRA,RS,646.9583333333334,Baixo Repasse
TRES FORQUILHAS,RS,687.5084745762712,Alto Repasse
FATIMA,BA,641.492997863755,Baixo Repasse
SAO LUDGERO,SC,634.0406976744187,Baixo Repasse
PAPAGAIOS,MG,686.5126324368379,Alto Repasse
BONFINOPOLIS,GO,688.6997518610422,Alto Repasse
ALTO PARAISO DE GOIAS,GO,708.3786057692307,Alto Repasse
RONDOLANDIA,MT,744.156,Alto Repasse
BOM JESUS DO TOCANTINS,PA,698.4907292954265,Alto Repasse
OLIVENCA,AL,687.7607338017174,Alto Repasse
SAO VENDELINO,RS,800.8888888888889,Alto Repasse
CARIDADE,CE,680.4271777003485,Alto Repasse
CAMPO REDONDO,RN,640.0691906005222,Baixo Repasse
CAMPINACU,GO,647.6886956521739,Baixo Repasse
FLEXEIRAS,AL,700.8566206336312,Alto Repasse
BILAC,SP,644.9873417721519,Baixo Repasse
MARACACUME,MA,717.2268689057421,Alto Repasse
PALESTINA,AL,698.0160984848485,Alto Repasse
CAREIRO DA VARZEA,AM,722.6805811808118,Alto Repasse
SANTA MARIA DE JETIBA,ES,682.9187969924812,Alto Repasse
XAMBIOA,TO,694.0129487934079,Alto Repasse
IBICOARA,BA,646.5417570498915,Baixo Repasse
CACHOEIRA,BA,649.12322147651,Baixo Repasse
TURVO,PR,636.1949494949495,Baixo Repasse
CHAPADA DOS GUIMARAES,MT,682.0853344768439,Alto Repasse
SANTA CRUZ DO PIAUI,PI,650.4064371257485,Baixo Repasse
IRACEMAPOLIS,SP,640.3277310924369,Baixo Repasse
ALAGOA GRANDE,PB,687.2038063562454,Alto Repasse
PASSA QUATRO,MG,641.1961722488038,Baixo Repasse
FLORIDA PAULISTA,SP,637.2783505154639,Baixo Repasse
FORTALEZA,CE,645.9944830436083,Baixo Repasse
AMELIA RODRIGUES,BA,633.3587570621469,Baixo Repasse
NOVA FATIMA,PR,648.3396226415094,Baixo Repasse
CLEMENTINA,SP,639.0975609756098,Baixo Repasse
IGUATEMI,MS,643.3678474114441,Baixo Repasse
CENTENARIO,TO,633.7459283387623,Baixo Repasse
SANTO ANTONIO DO AMPARO,MG,633.7747380675204,Baixo Repasse
TAPEJARA,RS,681.8966318234611,Alto Repasse
PASSO FUNDO,RS,695.6013652515429,Alto Repasse
BOSSOROCA,RS,681.0,Alto Repasse
RECREIO,MG,630.6323731138546,Baixo Repasse
SANTANA DO MARANHAO,MA,701.2483870967742,Alto Repasse
SAO FELIX,BA,636.0767857142857,Baixo Repasse
UNAI,MG,650.2728674203495,Baixo Repasse
NOVA PALMA,RS,632.7049180327868,Baixo Repasse
GROSSOS,RN,649.9578544061303,Baixo Repasse
QUARTEL GERAL,MG,604.1573033707865,Baixo Repasse
SAO FRANCISCO,MG,684.5178883071553,Alto Repasse
UNISTALDA,RS,641.5405405405405,Baixo Repasse
COELHO NETO,MA,683.073097290001,Alto Repasse
LAJEADO NOVO,MA,707.1534126487163,Alto Repasse
ITABERABA,BA,643.2967090501122,Baixo Repasse
CERQUILHO,SP,551.5832147937411,Baixo Repasse
JUSCIMEIRA,MT,684.309423347398,Alto Repasse
ILOPOLIS,RS,762.8513513513514,Alto Repasse
CORONEL MARTINS,SC,637.5138888888889,Baixo Repasse
